Alert_ID,Tourist_ID,Restricted_Area,Entry_Time,Exit_Time,Alert_Status
334,404,Cliff Area,2025-01-14 21:00:00,2025-01-14 22:00:00,Resolved
335,133,Construction Site,2025-01-14 22:00:00,2025-01-14 23:00:00,Resolved
336,62,Unsafe Market,2025-01-14 23:00:00,2025-01-15 00:00:00,Triggered
337,637,Cliff Area,2025-01-15 00:00:00,2025-01-15 01:00:00,Resolved
338,390,Unsafe Market,2025-01-15 01:00:00,2025-01-15 02:00:00,Triggered
339,136,Construction Site,2025-01-15 02:00:00,2025-01-15 03:00:00,Resolved
340,403,Cliff Area,2025-01-15 03:00:00,2025-01-15 04:00:00,Resolved
341,683,Unsafe Market,2025-01-15 04:00:00,2025-01-15 05:00:00,Triggered
342,725,Unsafe Market,2025-01-15 05:00:00,2025-01-15 06:00:00,Triggered
343,585,Unsafe Market,2025-01-15 06:00:00,2025-01-15 07:00:00,Resolved
344,931,Cliff Area,2025-01-15 07:00:00,2025-01-15 08:00:00,Resolved
345,875,Cliff Area,2025-01-15 08:00:00,2025-01-15 09:00:00,Triggered
346,119,Construction Site,2025-01-15 09:00:00,2025-01-15 10:00:00,Resolved
347,255,Construction Site,2025-01-15 10:00:00,2025-01-15 11:00:00,Triggered
348,992,Cliff Area,2025-01-15 11:00:00,2025-01-15 12:00:00,Resolved
349,519,Unsafe Market,2025-01-15 12:00:00,2025-01-15 13:00:00,Resolved
350,112,Construction Site,2025-01-15 13:00:00,2025-01-15 14:00:00,Triggered
351,107,Border Zone,2025-01-15 14:00:00,2025-01-15 15:00:00,Triggered
352,38,Construction Site,2025-01-15 15:00:00,2025-01-15 16:00:00,Triggered
353,51,Cliff Area,2025-01-15 16:00:00,2025-01-15 17:00:00,Resolved
354,572,Unsafe Market,2025-01-15 17:00:00,2025-01-15 18:00:00,Triggered
355,657,Border Zone,2025-01-15 18:00:00,2025-01-15 19:00:00,Resolved
356,134,Cliff Area,2025-01-15 19:00:00,2025-01-15 20:00:00,Resolved
357,760,Cliff Area,2025-01-15 20:00:00,2025-01-15 21:00:00,Resolved
358,788,Cliff Area,2025-01-15 21:00:00,2025-01-15 22:00:00,Triggered
359,564,Unsafe Market,2025-01-15 22:00:00,2025-01-15 23:00:00,Triggered
360,155,Construction Site,2025-01-15 23:00:00,2025-01-16 00:00:00,Resolved
361,474,Cliff Area,2025-01-16 00:00:00,2025-01-16 01:00:00,Triggered
362,177,Border Zone,2025-01-16 01:00:00,2025-01-16 02:00:00,Triggered
363,811,Border Zone,2025-01-16 02:00:00,2025-01-16 03:00:00,Triggered
364,353,Construction Site,2025-01-16 03:00:00,2025-01-16 04:00:00,Triggered
365,333,Unsafe Market,2025-01-16 04:00:00,2025-01-16 05:00:00,Resolved
366,202,Border Zone,2025-01-16 05:00:00,2025-01-16 06:00:00,Triggered
367,751,Border Zone,2025-01-16 06:00:00,2025-01-16 07:00:00,Resolved
368,673,Construction Site,2025-01-16 07:00:00,2025-01-16 08:00:00,Triggered
369,12,Cliff Area,2025-01-16 08:00:00,2025-01-16 09:00:00,Triggered
370,799,Unsafe Market,2025-01-16 09:00:00,2025-01-16 10:00:00,Triggered
371,948,Cliff Area,2025-01-16 10:00:00,2025-01-16 11:00:00,Resolved
372,467,Construction Site,2025-01-16 11:00:00,2025-01-16 12:00:00,Resolved
373,981,Border Zone,2025-01-16 12:00:00,2025-01-16 13:00:00,Triggered
374,769,Unsafe Market,2025-01-16 13:00:00,2025-01-16 14:00:00,Triggered
375,152,Construction Site,2025-01-16 14:00:00,2025-01-16 15:00:00,Triggered
376,843,Border Zone,2025-01-16 15:00:00,2025-01-16 16:00:00,Triggered
377,683,Unsafe Market,2025-01-16 16:00:00,2025-01-16 17:00:00,Triggered
378,632,Unsafe Market,2025-01-16 17:00:00,2025-01-16 18:00:00,Resolved
379,850,Construction Site,2025-01-16 18:00:00,2025-01-16 19:00:00,Triggered
380,917,Cliff Area,2025-01-16 19:00:00,2025-01-16 20:00:00,Resolved
381,155,Cliff Area,2025-01-16 20:00:00,2025-01-16 21:00:00,Resolved
382,670,Cliff Area,2025-01-16 21:00:00,2025-01-16 22:00:00,Resolved
383,692,Border Zone,2025-01-16 22:00:00,2025-01-16 23:00:00,Triggered
384,81,Unsafe Market,2025-01-16 23:00:00,2025-01-17 00:00:00,Resolved
385,431,Unsafe Market,2025-01-17 00:00:00,2025-01-17 01:00:00,Resolved
386,958,Cliff Area,2025-01-17 01:00:00,2025-01-17 02:00:00,Triggered
387,517,Unsafe Market,2025-01-17 02:00:00,2025-01-17 03:00:00,Triggered
388,443,Cliff Area,2025-01-17 03:00:00,2025-01-17 04:00:00,Resolved
389,367,Border Zone,2025-01-17 04:00:00,2025-01-17 05:00:00,Triggered
390,184,Cliff Area,2025-01-17 05:00:00,2025-01-17 06:00:00,Triggered
391,60,Border Zone,2025-01-17 06:00:00,2025-01-17 07:00:00,Triggered
392,55,Construction Site,2025-01-17 07:00:00,2025-01-17 08:00:00,Resolved
393,937,Unsafe Market,2025-01-17 08:00:00,2025-01-17 09:00:00,Triggered
394,915,Unsafe Market,2025-01-17 09:00:00,2025-01-17 10:00:00,Resolved
395,769,Construction Site,2025-01-17 10:00:00,2025-01-17 11:00:00,Triggered
396,25,Construction Site,2025-01-17 11:00:00,2025-01-17 12:00:00,Resolved
397,991,Construction Site,2025-01-17 12:00:00,2025-01-17 13:00:00,Triggered
398,100,Border Zone,2025-01-17 13:00:00,2025-01-17 14:00:00,Resolved
399,242,Cliff Area,2025-01-17 14:00:00,2025-01-17 15:00:00,Triggered
400,266,Cliff Area,2025-01-17 15:00:00,2025-01-17 16:00:00,Resolved
401,310,Border Zone,2025-01-17 16:00:00,2025-01-17 17:00:00,Triggered
402,992,Unsafe Market,2025-01-17 17:00:00,2025-01-17 18:00:00,Resolved
403,129,Cliff Area,2025-01-17 18:00:00,2025-01-17 19:00:00,Resolved
404,661,Cliff Area,2025-01-17 19:00:00,2025-01-17 20:00:00,Resolved
405,394,Construction Site,2025-01-17 20:00:00,2025-01-17 21:00:00,Triggered
406,136,Cliff Area,2025-01-17 21:00:00,2025-01-17 22:00:00,Triggered
407,305,Cliff Area,2025-01-17 22:00:00,2025-01-17 23:00:00,Triggered
408,919,Border Zone,2025-01-17 23:00:00,2025-01-18 00:00:00,Triggered
409,876,Cliff Area,2025-01-18 00:00:00,2025-01-18 01:00:00,Resolved
410,994,Border Zone,2025-01-18 01:00:00,2025-01-18 02:00:00,Resolved
411,181,Unsafe Market,2025-01-18 02:00:00,2025-01-18 03:00:00,Resolved
412,799,Unsafe Market,2025-01-18 03:00:00,2025-01-18 04:00:00,Triggered
413,54,Construction Site,2025-01-18 04:00:00,2025-01-18 05:00:00,Resolved
414,983,Border Zone,2025-01-18 05:00:00,2025-01-18 06:00:00,Triggered
415,776,Construction Site,2025-01-18 06:00:00,2025-01-18 07:00:00,Triggered
416,400,Construction Site,2025-01-18 07:00:00,2025-01-18 08:00:00,Triggered
417,873,Border Zone,2025-01-18 08:00:00,2025-01-18 09:00:00,Triggered
418,917,Construction Site,2025-01-18 09:00:00,2025-01-18 10:00:00,Resolved
419,544,Construction Site,2025-01-18 10:00:00,2025-01-18 11:00:00,Resolved
420,501,Construction Site,2025-01-18 11:00:00,2025-01-18 12:00:00,Triggered
421,772,Construction Site,2025-01-18 12:00:00,2025-01-18 13:00:00,Resolved
422,901,Border Zone,2025-01-18 13:00:00,2025-01-18 14:00:00,Triggered
423,669,Construction Site,2025-01-18 14:00:00,2025-01-18 15:00:00,Resolved
424,695,Border Zone,2025-01-18 15:00:00,2025-01-18 16:00:00,Triggered
425,286,Construction Site,2025-01-18 16:00:00,2025-01-18 17:00:00,Resolved
426,384,Construction Site,2025-01-18 17:00:00,2025-01-18 18:00:00,Triggered
427,209,Border Zone,2025-01-18 18:00:00,2025-01-18 19:00:00,Resolved
428,688,Cliff Area,2025-01-18 19:00:00,2025-01-18 20:00:00,Resolved
429,814,Border Zone,2025-01-18 20:00:00,2025-01-18 21:00:00,Triggered
430,166,Border Zone,2025-01-18 21:00:00,2025-01-18 22:00:00,Triggered
431,912,Cliff Area,2025-01-18 22:00:00,2025-01-18 23:00:00,Triggered
432,646,Unsafe Market,2025-01-18 23:00:00,2025-01-19 00:00:00,Resolved
433,999,Cliff Area,2025-01-19 00:00:00,2025-01-19 01:00:00,Triggered
434,250,Border Zone,2025-01-19 01:00:00,2025-01-19 02:00:00,Resolved
435,906,Unsafe Market,2025-01-19 02:00:00,2025-01-19 03:00:00,Resolved
436,14,Unsafe Market,2025-01-19 03:00:00,2025-01-19 04:00:00,Resolved
437,265,Unsafe Market,2025-01-19 04:00:00,2025-01-19 05:00:00,Triggered
438,24,Border Zone,2025-01-19 05:00:00,2025-01-19 06:00:00,Resolved
439,690,Unsafe Market,2025-01-19 06:00:00,2025-01-19 07:00:00,Triggered
440,905,Construction Site,2025-01-19 07:00:00,2025-01-19 08:00:00,Resolved
441,843,Border Zone,2025-01-19 08:00:00,2025-01-19 09:00:00,Resolved
442,941,Unsafe Market,2025-01-19 09:00:00,2025-01-19 10:00:00,Triggered
443,315,Border Zone,2025-01-19 10:00:00,2025-01-19 11:00:00,Triggered
444,480,Unsafe Market,2025-01-19 11:00:00,2025-01-19 12:00:00,Resolved
445,922,Cliff Area,2025-01-19 12:00:00,2025-01-19 13:00:00,Resolved
446,905,Border Zone,2025-01-19 13:00:00,2025-01-19 14:00:00,Resolved
447,456,Border Zone,2025-01-19 14:00:00,2025-01-19 15:00:00,Triggered
448,277,Border Zone,2025-01-19 15:00:00,2025-01-19 16:00:00,Triggered
449,400,Cliff Area,2025-01-19 16:00:00,2025-01-19 17:00:00,Triggered
450,75,Cliff Area,2025-01-19 17:00:00,2025-01-19 18:00:00,Resolved
451,862,Construction Site,2025-01-19 18:00:00,2025-01-19 19:00:00,Resolved
452,105,Construction Site,2025-01-19 19:00:00,2025-01-19 20:00:00,Resolved
453,50,Construction Site,2025-01-19 20:00:00,2025-01-19 21:00:00,Resolved
454,805,Unsafe Market,2025-01-19 21:00:00,2025-01-19 22:00:00,Triggered
455,726,Cliff Area,2025-01-19 22:00:00,2025-01-19 23:00:00,Triggered
456,504,Construction Site,2025-01-19 23:00:00,2025-01-20 00:00:00,Resolved
457,377,Border Zone,2025-01-20 00:00:00,2025-01-20 01:00:00,Resolved
458,854,Border Zone,2025-01-20 01:00:00,2025-01-20 02:00:00,Resolved
459,859,Border Zone,2025-01-20 02:00:00,2025-01-20 03:00:00,Resolved
460,622,Cliff Area,2025-01-20 03:00:00,2025-01-20 04:00:00,Resolved
461,189,Cliff Area,2025-01-20 04:00:00,2025-01-20 05:00:00,Resolved
462,907,Border Zone,2025-01-20 05:00:00,2025-01-20 06:00:00,Resolved
463,251,Cliff Area,2025-01-20 06:00:00,2025-01-20 07:00:00,Resolved
464,505,Cliff Area,2025-01-20 07:00:00,2025-01-20 08:00:00,Resolved
465,789,Unsafe Market,2025-01-20 08:00:00,2025-01-20 09:00:00,Resolved
466,399,Cliff Area,2025-01-20 09:00:00,2025-01-20 10:00:00,Resolved
467,830,Cliff Area,2025-01-20 10:00:00,2025-01-20 11:00:00,Resolved
468,739,Construction Site,2025-01-20 11:00:00,2025-01-20 12:00:00,Triggered
469,712,Border Zone,2025-01-20 12:00:00,2025-01-20 13:00:00,Resolved
470,443,Construction Site,2025-01-20 13:00:00,2025-01-20 14:00:00,Triggered
471,680,Border Zone,2025-01-20 14:00:00,2025-01-20 15:00:00,Triggered
472,761,Border Zone,2025-01-20 15:00:00,2025-01-20 16:00:00,Resolved
473,984,Cliff Area,2025-01-20 16:00:00,2025-01-20 17:00:00,Resolved
474,651,Unsafe Market,2025-01-20 17:00:00,2025-01-20 18:00:00,Resolved
475,410,Cliff Area,2025-01-20 18:00:00,2025-01-20 19:00:00,Triggered
476,440,Border Zone,2025-01-20 19:00:00,2025-01-20 20:00:00,Resolved
477,375,Border Zone,2025-01-20 20:00:00,2025-01-20 21:00:00,Triggered
478,569,Cliff Area,2025-01-20 21:00:00,2025-01-20 22:00:00,Resolved
479,51,Cliff Area,2025-01-20 22:00:00,2025-01-20 23:00:00,Resolved
480,563,Unsafe Market,2025-01-20 23:00:00,2025-01-21 00:00:00,Triggered
481,442,Cliff Area,2025-01-21 00:00:00,2025-01-21 01:00:00,Triggered
482,888,Cliff Area,2025-01-21 01:00:00,2025-01-21 02:00:00,Triggered
483,997,Border Zone,2025-01-21 02:00:00,2025-01-21 03:00:00,Resolved
484,840,Unsafe Market,2025-01-21 03:00:00,2025-01-21 04:00:00,Triggered
485,477,Construction Site,2025-01-21 04:00:00,2025-01-21 05:00:00,Triggered
486,740,Unsafe Market,2025-01-21 05:00:00,2025-01-21 06:00:00,Resolved
487,676,Border Zone,2025-01-21 06:00:00,2025-01-21 07:00:00,Resolved
488,325,Unsafe Market,2025-01-21 07:00:00,2025-01-21 08:00:00,Resolved
489,127,Border Zone,2025-01-21 08:00:00,2025-01-21 09:00:00,Triggered
490,347,Unsafe Market,2025-01-21 09:00:00,2025-01-21 10:00:00,Triggered
491,126,Cliff Area,2025-01-21 10:00:00,2025-01-21 11:00:00,Resolved
492,58,Construction Site,2025-01-21 11:00:00,2025-01-21 12:00:00,Triggered
493,150,Cliff Area,2025-01-21 12:00:00,2025-01-21 13:00:00,Triggered
494,20,Cliff Area,2025-01-21 13:00:00,2025-01-21 14:00:00,Resolved
495,782,Unsafe Market,2025-01-21 14:00:00,2025-01-21 15:00:00,Triggered
496,188,Border Zone,2025-01-21 15:00:00,2025-01-21 16:00:00,Triggered
497,41,Border Zone,2025-01-21 16:00:00,2025-01-21 17:00:00,Resolved
498,686,Cliff Area,2025-01-21 17:00:00,2025-01-21 18:00:00,Triggered
499,805,Border Zone,2025-01-21 18:00:00,2025-01-21 19:00:00,Triggered
500,311,Cliff Area,2025-01-21 19:00:00,2025-01-21 20:00:00,Triggered
501,979,Construction Site,2025-01-21 20:00:00,2025-01-21 21:00:00,Triggered
502,57,Unsafe Market,2025-01-21 21:00:00,2025-01-21 22:00:00,Triggered
503,151,Unsafe Market,2025-01-21 22:00:00,2025-01-21 23:00:00,Resolved
504,562,Unsafe Market,2025-01-21 23:00:00,2025-01-22 00:00:00,Resolved
505,733,Unsafe Market,2025-01-22 00:00:00,2025-01-22 01:00:00,Triggered
506,586,Construction Site,2025-01-22 01:00:00,2025-01-22 02:00:00,Triggered
507,53,Border Zone,2025-01-22 02:00:00,2025-01-22 03:00:00,Resolved
508,142,Construction Site,2025-01-22 03:00:00,2025-01-22 04:00:00,Resolved
509,13,Cliff Area,2025-01-22 04:00:00,2025-01-22 05:00:00,Resolved
510,350,Construction Site,2025-01-22 05:00:00,2025-01-22 06:00:00,Resolved
511,892,Construction Site,2025-01-22 06:00:00,2025-01-22 07:00:00,Triggered
512,392,Border Zone,2025-01-22 07:00:00,2025-01-22 08:00:00,Resolved
513,557,Unsafe Market,2025-01-22 08:00:00,2025-01-22 09:00:00,Resolved
514,33,Cliff Area,2025-01-22 09:00:00,2025-01-22 10:00:00,Resolved
515,498,Border Zone,2025-01-22 10:00:00,2025-01-22 11:00:00,Resolved
516,68,Cliff Area,2025-01-22 11:00:00,2025-01-22 12:00:00,Resolved
517,879,Unsafe Market,2025-01-22 12:00:00,2025-01-22 13:00:00,Resolved
518,569,Unsafe Market,2025-01-22 13:00:00,2025-01-22 14:00:00,Resolved
519,968,Unsafe Market,2025-01-22 14:00:00,2025-01-22 15:00:00,Triggered
520,888,Unsafe Market,2025-01-22 15:00:00,2025-01-22 16:00:00,Resolved
521,56,Construction Site,2025-01-22 16:00:00,2025-01-22 17:00:00,Resolved
522,160,Construction Site,2025-01-22 17:00:00,2025-01-22 18:00:00,Triggered
523,916,Cliff Area,2025-01-22 18:00:00,2025-01-22 19:00:00,Resolved
524,48,Unsafe Market,2025-01-22 19:00:00,2025-01-22 20:00:00,Triggered
525,581,Unsafe Market,2025-01-22 20:00:00,2025-01-22 21:00:00,Triggered
526,616,Cliff Area,2025-01-22 21:00:00,2025-01-22 22:00:00,Triggered
527,776,Cliff Area,2025-01-22 22:00:00,2025-01-22 23:00:00,Triggered
528,459,Construction Site,2025-01-22 23:00:00,2025-01-23 00:00:00,Resolved
529,106,Unsafe Market,2025-01-23 00:00:00,2025-01-23 01:00:00,Resolved
530,459,Border Zone,2025-01-23 01:00:00,2025-01-23 02:00:00,Resolved
531,251,Construction Site,2025-01-23 02:00:00,2025-01-23 03:00:00,Resolved
532,684,Cliff Area,2025-01-23 03:00:00,2025-01-23 04:00:00,Resolved
533,741,Cliff Area,2025-01-23 04:00:00,2025-01-23 05:00:00,Triggered
534,743,Construction Site,2025-01-23 05:00:00,2025-01-23 06:00:00,Triggered
535,715,Unsafe Market,2025-01-23 06:00:00,2025-01-23 07:00:00,Resolved
536,62,Construction Site,2025-01-23 07:00:00,2025-01-23 08:00:00,Resolved
537,81,Unsafe Market,2025-01-23 08:00:00,2025-01-23 09:00:00,Triggered
538,491,Cliff Area,2025-01-23 09:00:00,2025-01-23 10:00:00,Resolved
539,538,Cliff Area,2025-01-23 10:00:00,2025-01-23 11:00:00,Triggered
540,744,Construction Site,2025-01-23 11:00:00,2025-01-23 12:00:00,Resolved
541,179,Border Zone,2025-01-23 12:00:00,2025-01-23 13:00:00,Triggered
542,9,Border Zone,2025-01-23 13:00:00,2025-01-23 14:00:00,Triggered
543,19,Cliff Area,2025-01-23 14:00:00,2025-01-23 15:00:00,Resolved
544,409,Construction Site,2025-01-23 15:00:00,2025-01-23 16:00:00,Triggered
545,212,Border Zone,2025-01-23 16:00:00,2025-01-23 17:00:00,Triggered
546,68,Border Zone,2025-01-23 17:00:00,2025-01-23 18:00:00,Resolved
547,13,Border Zone,2025-01-23 18:00:00,2025-01-23 19:00:00,Triggered
548,831,Border Zone,2025-01-23 19:00:00,2025-01-23 20:00:00,Resolved
549,902,Unsafe Market,2025-01-23 20:00:00,2025-01-23 21:00:00,Resolved
550,588,Unsafe Market,2025-01-23 21:00:00,2025-01-23 22:00:00,Triggered
551,946,Unsafe Market,2025-01-23 22:00:00,2025-01-23 23:00:00,Triggered
552,216,Cliff Area,2025-01-23 23:00:00,2025-01-24 00:00:00,Resolved
553,938,Cliff Area,2025-01-24 00:00:00,2025-01-24 01:00:00,Triggered
554,629,Construction Site,2025-01-24 01:00:00,2025-01-24 02:00:00,Triggered
555,727,Border Zone,2025-01-24 02:00:00,2025-01-24 03:00:00,Resolved
556,700,Construction Site,2025-01-24 03:00:00,2025-01-24 04:00:00,Triggered
557,327,Border Zone,2025-01-24 04:00:00,2025-01-24 05:00:00,Resolved
558,372,Unsafe Market,2025-01-24 05:00:00,2025-01-24 06:00:00,Triggered
559,840,Border Zone,2025-01-24 06:00:00,2025-01-24 07:00:00,Triggered
560,342,Cliff Area,2025-01-24 07:00:00,2025-01-24 08:00:00,Triggered
561,234,Construction Site,2025-01-24 08:00:00,2025-01-24 09:00:00,Resolved
562,357,Construction Site,2025-01-24 09:00:00,2025-01-24 10:00:00,Triggered
563,838,Border Zone,2025-01-24 10:00:00,2025-01-24 11:00:00,Resolved
564,805,Border Zone,2025-01-24 11:00:00,2025-01-24 12:00:00,Triggered
565,810,Cliff Area,2025-01-24 12:00:00,2025-01-24 13:00:00,Triggered
566,786,Construction Site,2025-01-24 13:00:00,2025-01-24 14:00:00,Resolved
567,798,Border Zone,2025-01-24 14:00:00,2025-01-24 15:00:00,Triggered
568,11,Construction Site,2025-01-24 15:00:00,2025-01-24 16:00:00,Resolved
569,659,Unsafe Market,2025-01-24 16:00:00,2025-01-24 17:00:00,Resolved
570,311,Border Zone,2025-01-24 17:00:00,2025-01-24 18:00:00,Resolved
571,141,Construction Site,2025-01-24 18:00:00,2025-01-24 19:00:00,Resolved
572,681,Cliff Area,2025-01-24 19:00:00,2025-01-24 20:00:00,Triggered
573,719,Border Zone,2025-01-24 20:00:00,2025-01-24 21:00:00,Triggered
574,603,Cliff Area,2025-01-24 21:00:00,2025-01-24 22:00:00,Resolved
575,608,Unsafe Market,2025-01-24 22:00:00,2025-01-24 23:00:00,Resolved
576,92,Unsafe Market,2025-01-24 23:00:00,2025-01-25 00:00:00,Triggered
577,978,Border Zone,2025-01-25 00:00:00,2025-01-25 01:00:00,Resolved
578,186,Unsafe Market,2025-01-25 01:00:00,2025-01-25 02:00:00,Triggered
579,417,Construction Site,2025-01-25 02:00:00,2025-01-25 03:00:00,Resolved
580,931,Construction Site,2025-01-25 03:00:00,2025-01-25 04:00:00,Triggered
581,687,Unsafe Market,2025-01-25 04:00:00,2025-01-25 05:00:00,Resolved
582,358,Unsafe Market,2025-01-25 05:00:00,2025-01-25 06:00:00,Resolved
583,672,Unsafe Market,2025-01-25 06:00:00,2025-01-25 07:00:00,Triggered
584,424,Cliff Area,2025-01-25 07:00:00,2025-01-25 08:00:00,Resolved
585,835,Cliff Area,2025-01-25 08:00:00,2025-01-25 09:00:00,Triggered
586,638,Unsafe Market,2025-01-25 09:00:00,2025-01-25 10:00:00,Resolved
587,438,Unsafe Market,2025-01-25 10:00:00,2025-01-25 11:00:00,Resolved
588,499,Construction Site,2025-01-25 11:00:00,2025-01-25 12:00:00,Triggered
589,620,Construction Site,2025-01-25 12:00:00,2025-01-25 13:00:00,Resolved
590,977,Border Zone,2025-01-25 13:00:00,2025-01-25 14:00:00,Triggered
591,942,Construction Site,2025-01-25 14:00:00,2025-01-25 15:00:00,Triggered
592,424,Unsafe Market,2025-01-25 15:00:00,2025-01-25 16:00:00,Resolved
593,861,Construction Site,2025-01-25 16:00:00,2025-01-25 17:00:00,Resolved
594,392,Border Zone,2025-01-25 17:00:00,2025-01-25 18:00:00,Triggered
595,757,Cliff Area,2025-01-25 18:00:00,2025-01-25 19:00:00,Triggered
596,991,Border Zone,2025-01-25 19:00:00,2025-01-25 20:00:00,Resolved
597,292,Construction Site,2025-01-25 20:00:00,2025-01-25 21:00:00,Resolved
598,995,Unsafe Market,2025-01-25 21:00:00,2025-01-25 22:00:00,Triggered
599,49,Cliff Area,2025-01-25 22:00:00,2025-01-25 23:00:00,Resolved
600,213,Construction Site,2025-01-25 23:00:00,2025-01-26 00:00:00,Resolved
601,283,Border Zone,2025-01-26 00:00:00,2025-01-26 01:00:00,Triggered
602,437,Unsafe Market,2025-01-26 01:00:00,2025-01-26 02:00:00,Resolved
603,895,Border Zone,2025-01-26 02:00:00,2025-01-26 03:00:00,Resolved
604,320,Border Zone,2025-01-26 03:00:00,2025-01-26 04:00:00,Resolved
605,474,Construction Site,2025-01-26 04:00:00,2025-01-26 05:00:00,Resolved
606,110,Construction Site,2025-01-26 05:00:00,2025-01-26 06:00:00,Triggered
607,179,Construction Site,2025-01-26 06:00:00,2025-01-26 07:00:00,Triggered
608,193,Unsafe Market,2025-01-26 07:00:00,2025-01-26 08:00:00,Triggered
609,824,Construction Site,2025-01-26 08:00:00,2025-01-26 09:00:00,Resolved
610,806,Unsafe Market,2025-01-26 09:00:00,2025-01-26 10:00:00,Triggered
611,859,Cliff Area,2025-01-26 10:00:00,2025-01-26 11:00:00,Triggered
612,988,Border Zone,2025-01-26 11:00:00,2025-01-26 12:00:00,Triggered
613,699,Construction Site,2025-01-26 12:00:00,2025-01-26 13:00:00,Triggered
614,915,Unsafe Market,2025-01-26 13:00:00,2025-01-26 14:00:00,Triggered
615,329,Cliff Area,2025-01-26 14:00:00,2025-01-26 15:00:00,Resolved
616,221,Cliff Area,2025-01-26 15:00:00,2025-01-26 16:00:00,Triggered
617,22,Border Zone,2025-01-26 16:00:00,2025-01-26 17:00:00,Resolved
618,943,Cliff Area,2025-01-26 17:00:00,2025-01-26 18:00:00,Resolved
619,755,Border Zone,2025-01-26 18:00:00,2025-01-26 19:00:00,Triggered
620,64,Unsafe Market,2025-01-26 19:00:00,2025-01-26 20:00:00,Triggered
621,943,Construction Site,2025-01-26 20:00:00,2025-01-26 21:00:00,Resolved
622,269,Construction Site,2025-01-26 21:00:00,2025-01-26 22:00:00,Triggered
623,246,Cliff Area,2025-01-26 22:00:00,2025-01-26 23:00:00,Resolved
624,610,Border Zone,2025-01-26 23:00:00,2025-01-27 00:00:00,Resolved
625,793,Cliff Area,2025-01-27 00:00:00,2025-01-27 01:00:00,Triggered
626,895,Unsafe Market,2025-01-27 01:00:00,2025-01-27 02:00:00,Triggered
627,545,Cliff Area,2025-01-27 02:00:00,2025-01-27 03:00:00,Triggered
628,110,Border Zone,2025-01-27 03:00:00,2025-01-27 04:00:00,Resolved
629,260,Construction Site,2025-01-27 04:00:00,2025-01-27 05:00:00,Triggered
630,823,Cliff Area,2025-01-27 05:00:00,2025-01-27 06:00:00,Resolved
631,31,Unsafe Market,2025-01-27 06:00:00,2025-01-27 07:00:00,Resolved
632,840,Construction Site,2025-01-27 07:00:00,2025-01-27 08:00:00,Triggered
633,77,Unsafe Market,2025-01-27 08:00:00,2025-01-27 09:00:00,Resolved
634,995,Construction Site,2025-01-27 09:00:00,2025-01-27 10:00:00,Resolved
635,474,Unsafe Market,2025-01-27 10:00:00,2025-01-27 11:00:00,Triggered
636,727,Unsafe Market,2025-01-27 11:00:00,2025-01-27 12:00:00,Triggered
637,654,Unsafe Market,2025-01-27 12:00:00,2025-01-27 13:00:00,Triggered
638,648,Unsafe Market,2025-01-27 13:00:00,2025-01-27 14:00:00,Resolved
639,590,Border Zone,2025-01-27 14:00:00,2025-01-27 15:00:00,Resolved
640,576,Border Zone,2025-01-27 15:00:00,2025-01-27 16:00:00,Resolved
641,373,Unsafe Market,2025-01-27 16:00:00,2025-01-27 17:00:00,Resolved
642,266,Unsafe Market,2025-01-27 17:00:00,2025-01-27 18:00:00,Resolved
643,920,Construction Site,2025-01-27 18:00:00,2025-01-27 19:00:00,Resolved
644,258,Border Zone,2025-01-27 19:00:00,2025-01-27 20:00:00,Triggered
645,431,Cliff Area,2025-01-27 20:00:00,2025-01-27 21:00:00,Triggered
646,614,Construction Site,2025-01-27 21:00:00,2025-01-27 22:00:00,Triggered
647,23,Border Zone,2025-01-27 22:00:00,2025-01-27 23:00:00,Resolved
648,945,Unsafe Market,2025-01-27 23:00:00,2025-01-28 00:00:00,Triggered
649,534,Border Zone,2025-01-28 00:00:00,2025-01-28 01:00:00,Resolved
650,277,Unsafe Market,2025-01-28 01:00:00,2025-01-28 02:00:00,Triggered
651,792,Border Zone,2025-01-28 02:00:00,2025-01-28 03:00:00,Resolved
652,429,Unsafe Market,2025-01-28 03:00:00,2025-01-28 04:00:00,Triggered
653,242,Border Zone,2025-01-28 04:00:00,2025-01-28 05:00:00,Triggered
654,985,Cliff Area,2025-01-28 05:00:00,2025-01-28 06:00:00,Resolved
655,20,Cliff Area,2025-01-28 06:00:00,2025-01-28 07:00:00,Triggered
656,626,Construction Site,2025-01-28 07:00:00,2025-01-28 08:00:00,Resolved
657,287,Unsafe Market,2025-01-28 08:00:00,2025-01-28 09:00:00,Resolved
658,255,Unsafe Market,2025-01-28 09:00:00,2025-01-28 10:00:00,Resolved
659,174,Unsafe Market,2025-01-28 10:00:00,2025-01-28 11:00:00,Triggered
660,881,Cliff Area,2025-01-28 11:00:00,2025-01-28 12:00:00,Triggered
661,63,Construction Site,2025-01-28 12:00:00,2025-01-28 13:00:00,Resolved
662,528,Cliff Area,2025-01-28 13:00:00,2025-01-28 14:00:00,Resolved
663,570,Border Zone,2025-01-28 14:00:00,2025-01-28 15:00:00,Triggered
664,459,Border Zone,2025-01-28 15:00:00,2025-01-28 16:00:00,Triggered
665,486,Unsafe Market,2025-01-28 16:00:00,2025-01-28 17:00:00,Triggered
666,185,Construction Site,2025-01-28 17:00:00,2025-01-28 18:00:00,Triggered
667,270,Unsafe Market,2025-01-28 18:00:00,2025-01-28 19:00:00,Triggered
