Tourist_ID,Timestamp,Heart_Rate,Body_Temp_C,Steps,SOS_Button
T0183,2025-09-03 09:11:07,68,38.8,13860,0
T0183,2025-09-02 05:39:42,61,37.2,1976,0
T0183,2025-09-05 19:13:55,120,36.1,10306,1
T0013,2025-09-07 09:18:11,92,36.1,8641,0
T0013,2025-09-06 13:18:18,74,36.4,6299,0
T0013,2025-09-03 18:53:08,119,36.7,4298,0
T0013,2025-09-01 17:29:56,101,36.5,7258,1
T0013,2025-09-05 18:21:54,80,37.5,7841,0
T0013,2025-09-03 14:04:35,86,37.8,3900,0
T0013,2025-09-03 15:30:24,94,37.6,1670,0
T0013,2025-09-01 22:09:08,73,38.3,14097,1
T0013,2025-09-07 21:37:36,89,37.3,6676,1
T0013,2025-09-03 05:44:12,84,38.7,7451,0
T0013,2025-09-06 01:23:32,65,36.7,3289,0
T0013,2025-09-04 23:18:11,119,38.4,5527,0
T0013,2025-09-04 14:14:02,79,36.0,6011,0
T0013,2025-09-06 05:01:56,112,36.3,6522,0
T0013,2025-09-03 05:29:08,65,36.3,4011,0
T0013,2025-09-03 10:31:40,84,36.1,11008,0
T0013,2025-09-02 07:09:33,88,36.7,13631,1
T0013,2025-09-04 00:09:25,70,36.3,1930,0
T0013,2025-09-02 03:37:16,72,38.8,14569,0
T0013,2025-09-06 04:54:49,78,37.6,6620,1
T0087,2025-09-07 21:44:39,73,36.5,13705,0
T0087,2025-09-04 02:47:15,97,38.8,8897,0
T0087,2025-09-06 17:53:55,62,36.2,5822,0
T0087,2025-09-04 11:06:48,117,37.0,4793,1
T0087,2025-09-06 09:59:40,97,38.7,13193,0
T0087,2025-09-05 01:01:43,73,36.1,4684,0
T0087,2025-09-03 17:53:39,95,38.3,3802,0
T0087,2025-09-01 21:13:08,95,36.1,9178,0
T0087,2025-09-04 02:21:23,73,37.9,3825,0
T0087,2025-09-01 14:23:55,78,37.9,9615,1
T0087,2025-09-06 02:49:34,119,36.4,11891,1
T0087,2025-09-04 09:48:05,97,37.0,10965,0
T0087,2025-09-01 20:05:18,60,38.8,12719,0
T0087,2025-09-02 17:43:43,68,38.1,9080,0
T0087,2025-09-06 06:31:38,116,38.6,2913,1
T0087,2025-09-01 22:12:09,104,38.4,13423,0
T0087,2025-09-03 01:45:57,72,38.2,4292,0
T0087,2025-09-02 11:48:32,111,36.4,14755,1
T0087,2025-09-05 11:25:59,91,37.4,5235,0
T0087,2025-09-05 02:27:33,95,38.5,5791,0
T0004,2025-09-06 14:55:09,84,36.3,13744,0
T0004,2025-09-03 00:49:03,114,36.4,14914,1
T0004,2025-09-05 15:43:27,66,36.4,5252,1
T0004,2025-09-03 12:01:27,69,37.9,5163,0
T0004,2025-09-01 15:25:41,111,38.0,12350,1
T0004,2025-09-04 22:12:46,80,38.2,4849,0
T0004,2025-09-03 20:57:54,103,38.5,8571,1
T0004,2025-09-05 06:33:42,102,37.3,2025,1
T0004,2025-09-06 08:33:11,115,38.9,1089,0
T0004,2025-09-02 11:51:37,108,38.5,3532,0
T0004,2025-09-05 05:41:49,88,36.7,1608,1
T0004,2025-09-03 18:08:24,108,37.9,9536,0
T0004,2025-09-01 20:35:35,65,38.8,14659,0
T0004,2025-09-02 02:44:05,113,36.0,6362,1
T0004,2025-09-02 18:10:34,90,38.3,1719,0
T0004,2025-09-05 03:50:03,97,38.8,7914,0
T0004,2025-09-02 16:00:36,87,37.9,12710,0
T0004,2025-09-02 12:50:56,107,38.2,13771,0
T0004,2025-09-01 05:06:11,97,38.0,14256,0
T0004,2025-09-01 17:11:36,115,37.2,3407,1
T0074,2025-09-03 20:00:01,67,36.2,12038,0
T0074,2025-09-01 16:26:53,104,37.4,6303,0
T0074,2025-09-02 23:59:26,86,38.5,8863,0
T0074,2025-09-03 07:21:50,98,36.2,14248,0
T0074,2025-09-06 10:28:22,94,37.3,8185,0
T0074,2025-09-04 07:00:53,119,38.3,14562,0
T0074,2025-09-02 23:43:32,69,38.7,9506,1
T0074,2025-09-07 18:49:25,113,37.2,6628,0
T0074,2025-09-05 09:37:50,84,37.7,6412,0
T0074,2025-09-02 18:18:26,86,38.5,10642,0
T0074,2025-09-06 04:55:19,83,38.1,10201,1
T0074,2025-09-02 15:13:23,62,37.6,8651,0
T0074,2025-09-03 23:59:59,119,38.0,9656,1
T0074,2025-09-05 03:22:29,75,37.0,2174,0
T0074,2025-09-01 11:05:46,73,37.2,2072,0
T0074,2025-09-07 17:44:24,119,37.9,10172,1
T0074,2025-09-06 20:44:56,112,36.8,4953,1
T0074,2025-09-05 15:29:10,104,37.4,3386,0
T0074,2025-09-03 05:23:53,80,37.3,14018,0
T0074,2025-09-07 14:56:25,74,36.2,3497,0
T0060,2025-09-03 07:15:22,80,37.8,14011,0
T0060,2025-09-04 10:55:05,87,38.4,5078,0
T0060,2025-09-07 04:26:35,83,36.8,8711,0
T0060,2025-09-01 13:55:02,110,38.8,11223,0
T0060,2025-09-05 09:27:01,107,37.9,5630,0
T0060,2025-09-03 23:24:54,82,38.0,12904,1
T0060,2025-09-06 20:33:30,77,37.2,4500,0
T0060,2025-09-03 14:12:37,85,38.1,4086,1
T0060,2025-09-03 03:58:40,86,38.2,8252,1
T0060,2025-09-03 23:03:52,108,37.8,5709,0
T0060,2025-09-04 20:12:15,88,37.2,5737,0
T0060,2025-09-01 10:24:47,79,38.8,6985,0
T0060,2025-09-01 11:22:19,109,38.4,8923,0
T0060,2025-09-02 05:51:48,116,38.2,12046,0
T0060,2025-09-01 00:44:22,98,36.9,13423,0
T0060,2025-09-05 03:12:17,61,36.4,3626,0
T0060,2025-09-03 05:24:10,76,38.2,2376,0
T0060,2025-09-02 21:42:18,76,36.3,1714,0
T0060,2025-09-06 05:10:06,119,37.9,11603,0
T0060,2025-09-06 11:16:30,83,37.8,3905,1
T0095,2025-09-04 04:58:10,73,37.1,12367,1
T0095,2025-09-05 15:39:30,84,37.2,14588,0
T0095,2025-09-03 15:51:45,61,38.2,5448,1
T0095,2025-09-04 15:24:12,78,38.5,9426,0
T0095,2025-09-04 11:08:21,119,37.8,8075,0
T0095,2025-09-01 07:44:58,97,38.3,13434,1
T0095,2025-09-06 12:12:24,63,38.9,7586,0
T0095,2025-09-04 07:07:41,87,36.6,1989,0
T0095,2025-09-03 17:13:03,67,36.4,12982,1
T0095,2025-09-01 17:59:17,78,37.2,14706,0
T0095,2025-09-04 08:31:41,89,37.9,10489,0
T0095,2025-09-02 04:53:20,115,38.1,13868,0
T0095,2025-09-01 14:47:09,90,36.3,7016,1
T0095,2025-09-04 22:18:09,109,38.2,12289,0
T0095,2025-09-06 01:04:37,62,38.5,9555,0
T0095,2025-09-07 08:14:24,62,36.2,13041,0
T0095,2025-09-01 11:38:57,79,37.7,9559,0
T0095,2025-09-05 09:14:37,108,37.5,1743,0
T0095,2025-09-01 05:38:06,71,38.9,8742,0
T0095,2025-09-04 13:29:51,72,36.7,8743,0
T0121,2025-09-06 08:40:41,104,38.1,14876,0
T0121,2025-09-07 03:51:00,80,36.5,12445,1
T0121,2025-09-02 03:48:58,112,37.1,14143,0
T0121,2025-09-02 23:49:03,64,37.5,10396,0
T0121,2025-09-06 12:08:03,108,36.1,3031,0
T0121,2025-09-02 11:58:57,79,36.5,9925,1
T0121,2025-09-05 16:25:03,94,36.5,2995,0
T0121,2025-09-05 11:55:20,62,36.8,13609,0
T0121,2025-09-07 03:06:04,115,36.3,9074,0
T0121,2025-09-05 02:38:54,86,39.0,4361,1
T0121,2025-09-01 00:10:27,97,37.6,9432,0
T0121,2025-09-07 04:07:16,89,38.3,12257,1
T0121,2025-09-03 00:34:39,86,36.5,1858,0
T0121,2025-09-07 12:51:23,108,37.8,5859,0
T0121,2025-09-04 03:13:33,107,36.2,8561,0
T0121,2025-09-07 12:04:48,91,38.0,8848,0
T0121,2025-09-04 05:21:06,73,36.5,3433,1
T0121,2025-09-06 17:48:00,114,37.9,2180,0
T0121,2025-09-01 17:03:54,117,38.4,13839,0
T0121,2025-09-07 14:52:53,115,37.5,9453,0
T0147,2025-09-06 22:41:30,60,36.7,10958,0
T0147,2025-09-01 09:34:21,120,36.4,12801,0
T0147,2025-09-03 16:57:13,60,36.7,2787,0
T0147,2025-09-07 16:40:19,120,36.2,10290,0
T0147,2025-09-03 06:50:01,104,38.1,8548,0
T0147,2025-09-04 14:05:51,91,38.0,3710,1
T0147,2025-09-07 13:00:16,77,38.8,6525,1
T0147,2025-09-06 22:08:10,95,37.9,13041,1
T0147,2025-09-04 22:30:55,104,38.2,13091,0
T0147,2025-09-05 08:12:27,116,37.9,9881,0
T0147,2025-09-01 23:56:10,116,37.7,6522,0
T0147,2025-09-01 21:32:07,99,38.6,13930,0
T0147,2025-09-01 15:11:32,117,36.8,8710,0
T0147,2025-09-03 18:46:06,98,36.2,6938,0
T0147,2025-09-03 09:04:36,111,36.1,2810,0
T0147,2025-09-07 16:54:29,73,38.5,1698,0
T0147,2025-09-04 05:34:35,99,38.6,7076,0
T0147,2025-09-05 10:54:31,93,36.0,5328,0
T0147,2025-09-04 18:54:32,74,36.6,8156,0
T0147,2025-09-06 20:48:47,111,36.7,11933,1
T0020,2025-09-01 09:33:19,96,37.2,5182,1
T0020,2025-09-06 02:55:01,82,36.8,3836,0
T0020,2025-09-05 12:57:13,66,38.4,14088,0
T0020,2025-09-01 08:28:38,103,36.8,9670,0
T0020,2025-09-01 22:50:50,70,36.3,1947,0
T0020,2025-09-07 12:59:00,85,38.0,7923,0
T0020,2025-09-05 20:12:07,64,36.5,11541,0
T0020,2025-09-07 02:51:04,62,36.9,13662,0
T0020,2025-09-06 13:21:03,82,38.8,9686,0
T0020,2025-09-02 09:46:54,110,37.9,13586,0
T0020,2025-09-04 10:06:32,109,37.8,6297,1
T0020,2025-09-02 13:28:56,98,38.6,13567,0
T0020,2025-09-06 05:11:51,96,38.1,3114,0
T0020,2025-09-04 12:00:55,104,36.6,2927,0
T0020,2025-09-02 09:03:42,89,38.2,3194,0
T0020,2025-09-07 00:01:46,111,37.2,11720,0
T0020,2025-09-07 02:17:30,102,38.1,3308,0
T0020,2025-09-06 07:25:53,63,38.6,3543,0
T0020,2025-09-02 05:14:15,94,38.8,7409,0
T0020,2025-09-06 01:54:57,93,36.1,6700,1
T0125,2025-09-05 21:33:07,95,36.9,2210,1
T0125,2025-09-05 14:49:13,73,38.9,4271,0
T0125,2025-09-02 08:37:42,96,37.6,11954,0
T0125,2025-09-02 19:13:43,78,36.4,1806,0
T0125,2025-09-03 11:57:44,79,38.6,1266,0
T0125,2025-09-07 19:58:50,87,37.0,13164,0
T0125,2025-09-03 16:45:23,120,37.6,8580,1
T0125,2025-09-04 05:53:12,84,38.5,10788,0
T0125,2025-09-01 11:26:20,87,37.6,3164,1
T0125,2025-09-01 05:37:03,116,36.8,9045,0
T0125,2025-09-02 23:47:52,76,39.0,8044,0
T0125,2025-09-07 01:57:12,92,37.5,1068,0
T0125,2025-09-03 22:28:17,116,36.7,11282,0
T0125,2025-09-05 17:58:44,102,37.2,3126,0
T0125,2025-09-02 06:43:16,120,37.7,2497,0
T0125,2025-09-07 10:50:28,117,36.7,5726,0
T0125,2025-09-03 23:14:42,112,37.5,3600,0
T0125,2025-09-01 18:11:53,73,36.8,7364,0
T0125,2025-09-05 10:56:09,69,37.5,9338,0
T0125,2025-09-01 18:03:29,84,38.1,10553,0
T0023,2025-09-01 02:15:13,105,37.4,2719,0
T0023,2025-09-02 05:25:32,101,36.5,8553,0
T0023,2025-09-04 02:42:11,76,38.7,5239,0
T0023,2025-09-03 22:41:41,106,36.2,11228,0
T0023,2025-09-04 20:49:37,73,37.3,13213,0
T0023,2025-09-05 20:58:09,80,37.8,4362,0
T0023,2025-09-02 06:22:13,72,37.6,1577,0
T0023,2025-09-01 15:11:14,86,37.3,13601,0
T0023,2025-09-02 05:04:27,98,37.2,3129,0
T0023,2025-09-06 12:08:42,70,38.5,1758,0
T0023,2025-09-07 08:37:25,61,37.0,9602,0
T0023,2025-09-04 11:57:44,107,37.5,11211,1
T0023,2025-09-02 04:17:44,70,38.0,13541,0
T0023,2025-09-02 01:21:18,62,36.3,10657,0
T0023,2025-09-01 07:56:50,66,36.2,7361,0
T0023,2025-09-07 12:56:47,109,37.5,5900,0
T0023,2025-09-06 13:15:20,109,38.8,10857,0
T0023,2025-09-04 19:32:28,120,38.7,1885,1
T0023,2025-09-07 10:59:21,67,36.7,7931,0
T0023,2025-09-07 04:54:30,110,38.2,12209,0
T0142,2025-09-01 07:18:33,110,37.2,8334,0
T0142,2025-09-02 08:05:59,105,38.7,14494,1
T0142,2025-09-01 18:10:57,66,38.3,14841,0
T0142,2025-09-06 18:38:18,120,37.5,8726,0
T0142,2025-09-07 04:59:22,98,36.0,9081,1
T0142,2025-09-02 20:32:31,94,36.5,12528,1
T0142,2025-09-06 20:52:28,74,36.0,12465,1
T0142,2025-09-01 01:54:49,112,36.9,2387,0
T0142,2025-09-01 20:19:17,94,38.8,7981,0
T0142,2025-09-01 00:46:25,68,38.1,12464,1
T0142,2025-09-02 16:43:28,106,38.4,13574,0
T0142,2025-09-06 18:15:51,60,37.8,10972,0
T0142,2025-09-01 05:42:28,86,38.1,12419,0
T0142,2025-09-03 16:14:13,110,37.9,8096,0
T0142,2025-09-06 02:35:29,114,36.4,12111,0
T0142,2025-09-02 10:35:23,113,36.8,12044,1
T0142,2025-09-05 15:04:18,90,36.3,11437,0
T0142,2025-09-04 23:18:07,86,37.9,12242,0
T0142,2025-09-03 04:15:38,74,37.2,4605,0
T0142,2025-09-03 02:34:09,90,37.8,8732,0
T0129,2025-09-01 10:25:44,76,36.4,11610,0
T0129,2025-09-05 12:50:44,108,38.5,1701,0
T0129,2025-09-06 03:48:36,90,38.3,4687,0
T0129,2025-09-03 13:59:51,77,38.7,9395,0
T0129,2025-09-05 14:33:40,91,37.9,10100,0
T0129,2025-09-04 19:57:21,117,36.3,6815,1
T0129,2025-09-02 10:42:55,115,37.0,14174,0
T0129,2025-09-03 17:36:13,108,37.1,7472,1
T0129,2025-09-01 21:47:04,106,37.8,12670,0
T0129,2025-09-03 04:36:30,87,38.7,11401,0
T0129,2025-09-06 14:42:13,84,38.1,10398,0
T0129,2025-09-03 02:06:50,110,36.5,10003,0
T0129,2025-09-04 17:56:49,113,38.6,7059,1
T0129,2025-09-02 17:16:45,114,37.2,4376,0
T0129,2025-09-02 14:10:42,105,38.5,13709,0
T0129,2025-09-05 06:53:44,100,36.5,8241,0
T0129,2025-09-02 10:11:27,85,36.8,5284,0
T0129,2025-09-05 23:09:27,119,36.3,5816,0
T0129,2025-09-02 09:14:04,74,37.1,2998,0
T0129,2025-09-01 20:17:25,92,36.2,7540,0
T0054,2025-09-02 21:06:01,80,38.2,6661,0
T0054,2025-09-03 02:53:54,92,37.9,6245,0
T0054,2025-09-04 14:20:23,72,36.5,8966,0
T0054,2025-09-06 13:55:11,100,37.3,8132,0
T0054,2025-09-06 12:28:01,99,37.5,6955,0
T0054,2025-09-02 16:52:24,92,36.4,10964,0
T0054,2025-09-04 14:46:56,63,36.0,10570,0
T0054,2025-09-05 10:55:33,102,36.0,7390,0
T0054,2025-09-04 20:24:59,117,38.3,4833,0
T0054,2025-09-03 04:02:51,67,37.3,2749,0
T0054,2025-09-06 15:25:12,96,38.1,5125,1
T0054,2025-09-05 21:53:45,64,38.9,7272,1
T0054,2025-09-06 22:07:35,79,38.2,10969,0
T0054,2025-09-01 00:01:06,87,38.7,9459,0
T0054,2025-09-03 10:11:56,62,38.8,5978,0
T0054,2025-09-01 08:18:59,76,38.7,3819,1
T0054,2025-09-03 05:11:54,77,36.8,12429,0
T0054,2025-09-06 01:29:58,104,37.3,14375,1
T0054,2025-09-06 20:15:41,64,37.8,4707,1
T0054,2025-09-03 01:58:31,62,38.5,14704,0
T0128,2025-09-02 20:21:42,72,37.5,10721,0
T0128,2025-09-07 04:27:26,82,36.7,11287,0
T0128,2025-09-06 13:40:26,65,37.7,5590,1
T0128,2025-09-03 15:18:36,74,36.1,3430,0
T0128,2025-09-02 08:34:26,103,37.7,14796,0
T0128,2025-09-03 08:14:16,120,37.5,5908,1
T0128,2025-09-03 00:00:47,83,37.9,11185,0
T0128,2025-09-04 15:15:59,86,38.9,8999,0
T0128,2025-09-04 06:31:01,117,37.3,11330,1
T0128,2025-09-02 23:44:14,76,38.7,7086,0
T0128,2025-09-02 02:08:39,71,37.2,11961,0
T0128,2025-09-05 03:35:00,117,37.9,1240,0
T0128,2025-09-01 15:50:29,90,37.1,11354,0
T0128,2025-09-05 13:45:20,65,38.9,14503,0
T0128,2025-09-07 00:48:21,118,38.0,7378,0
T0128,2025-09-04 00:49:09,119,38.5,6373,0
T0128,2025-09-02 02:20:16,93,38.0,11249,0
T0128,2025-09-03 22:18:14,67,38.7,11572,0
T0128,2025-09-02 06:47:28,84,37.3,13390,0
T0128,2025-09-06 07:41:15,86,37.1,14583,0
T0066,2025-09-07 20:33:48,86,38.1,7142,0
T0066,2025-09-07 14:24:15,81,36.7,4357,0
T0066,2025-09-05 01:40:30,88,36.8,5210,0
T0066,2025-09-05 09:08:17,95,36.7,4387,1
T0066,2025-09-05 00:55:20,88,38.9,9678,0
T0066,2025-09-02 17:34:32,65,39.0,6363,0
T0066,2025-09-05 04:12:18,93,37.7,9400,1
T0066,2025-09-05 19:45:37,70,39.0,9299,0
T0066,2025-09-06 12:07:35,100,38.0,3569,1
T0066,2025-09-02 15:10:58,67,36.7,8393,0
T0066,2025-09-01 06:57:28,103,37.0,5836,0
T0066,2025-09-05 00:26:06,83,38.6,3991,0
T0066,2025-09-05 01:52:37,83,38.5,11364,0
T0066,2025-09-03 15:57:53,70,36.6,12648,0
T0066,2025-09-04 11:51:24,97,38.2,7800,0
T0066,2025-09-06 05:43:28,102,36.2,6859,0
T0066,2025-09-01 00:42:11,112,38.7,3911,1
T0066,2025-09-06 19:07:18,70,37.8,14214,1
T0066,2025-09-01 03:36:43,115,38.9,5284,0
T0066,2025-09-01 03:45:29,113,38.3,7784,0
T0146,2025-09-02 00:17:24,73,38.8,12850,0
T0146,2025-09-04 02:07:42,87,38.3,4021,0
T0146,2025-09-05 00:53:44,101,36.0,14865,0
T0146,2025-09-07 17:14:50,104,38.2,9195,0
T0146,2025-09-02 18:58:17,109,37.8,5449,0
T0146,2025-09-07 05:27:53,70,37.6,5492,0
T0146,2025-09-05 17:51:08,72,37.0,8074,0
T0146,2025-09-03 01:26:35,114,37.1,6248,1
T0146,2025-09-02 08:20:00,63,36.7,9976,0
T0146,2025-09-02 00:14:00,109,36.3,6393,0
T0146,2025-09-02 05:10:05,80,36.6,8968,0
T0146,2025-09-06 02:30:17,74,37.6,9659,0
T0146,2025-09-02 21:52:57,96,37.6,1887,0
T0146,2025-09-06 16:46:46,77,36.5,10072,1
T0146,2025-09-01 16:59:57,85,38.7,8458,0
T0146,2025-09-05 12:15:57,119,38.8,2651,0
T0146,2025-09-07 14:04:28,91,39.0,6669,0
T0146,2025-09-06 04:26:48,95,36.6,7673,0
T0146,2025-09-06 02:14:51,94,37.1,9086,0
T0146,2025-09-02 22:07:02,116,36.2,10776,1
T0038,2025-09-03 19:03:18,109,36.9,8705,1
T0038,2025-09-04 09:53:38,112,36.8,1324,1
T0038,2025-09-06 03:59:01,76,37.8,14299,1
T0038,2025-09-07 13:08:03,100,37.3,14301,0
T0038,2025-09-02 09:35:54,83,38.0,11818,0
T0038,2025-09-05 08:19:19,120,36.4,3590,0
T0038,2025-09-02 18:12:18,120,36.1,13484,0
T0038,2025-09-06 09:39:28,110,37.2,4025,0
T0038,2025-09-05 17:28:31,89,37.3,13314,0
T0038,2025-09-07 06:49:18,67,37.2,2847,1
T0038,2025-09-07 10:29:33,118,37.1,2478,0
T0038,2025-09-06 17:45:50,95,36.9,10230,0
T0038,2025-09-07 20:07:28,119,37.7,2308,0
T0038,2025-09-04 22:17:02,116,37.6,6151,0
T0038,2025-09-01 07:46:26,75,36.1,8588,0
T0038,2025-09-07 18:37:20,78,38.8,14900,0
T0038,2025-09-05 09:34:48,118,37.3,4102,0
T0038,2025-09-06 19:16:39,72,38.5,7584,0
T0038,2025-09-05 17:30:59,63,37.4,11232,0
T0038,2025-09-07 05:04:36,88,37.8,2041,0
T0073,2025-09-05 08:23:02,76,38.6,1032,1
T0073,2025-09-02 21:22:35,71,36.3,11776,1
T0073,2025-09-04 08:22:55,65,37.7,11471,0
T0073,2025-09-01 15:14:58,95,38.1,9664,0
T0073,2025-09-04 05:13:34,87,36.4,4827,0
T0073,2025-09-05 15:49:10,76,36.1,4218,0
T0073,2025-09-02 13:17:53,73,38.0,10761,0
T0073,2025-09-05 02:16:03,117,36.8,6467,1
T0073,2025-09-02 17:57:25,74,38.3,6336,0
T0073,2025-09-06 16:00:40,105,37.0,7220,0
T0073,2025-09-01 05:05:43,120,39.0,1984,0
T0073,2025-09-07 13:29:02,80,37.4,12760,1
T0073,2025-09-01 20:37:44,67,36.5,9503,0
T0073,2025-09-01 00:12:08,99,38.9,10209,1
T0073,2025-09-02 10:51:43,117,36.0,8427,1
T0073,2025-09-07 03:59:43,93,36.7,1343,0
T0073,2025-09-07 21:38:24,111,38.3,3211,0
T0073,2025-09-04 19:29:39,78,38.2,9767,1
T0073,2025-09-05 20:40:32,100,37.4,12397,1
T0073,2025-09-01 21:25:14,63,38.5,11708,1
T0031,2025-09-02 08:04:13,61,38.6,3024,0
T0031,2025-09-07 17:24:47,66,39.0,3913,0
T0031,2025-09-01 22:08:57,87,37.6,7019,0
T0031,2025-09-01 02:01:31,97,37.4,11954,0
T0031,2025-09-07 05:15:16,64,38.2,4757,0
T0031,2025-09-02 00:26:52,64,37.6,1300,0
T0031,2025-09-06 17:20:56,69,38.7,14844,1
T0031,2025-09-01 22:33:01,73,38.6,10273,0
T0031,2025-09-01 08:18:33,90,36.2,1506,0
T0031,2025-09-03 03:29:42,101,37.8,3539,0
T0031,2025-09-07 09:51:05,94,38.9,14175,0
T0031,2025-09-02 00:40:03,92,36.7,7928,0
T0031,2025-09-06 03:06:21,103,38.1,8713,0
T0031,2025-09-01 19:42:26,95,37.2,1133,0
T0031,2025-09-04 16:44:51,78,36.4,8940,1
T0031,2025-09-05 10:25:58,94,38.7,11087,0
T0031,2025-09-02 16:35:09,112,37.9,2653,0
T0031,2025-09-05 20:41:44,63,38.9,12514,0
T0031,2025-09-03 01:30:05,84,36.5,14513,0
T0031,2025-09-01 18:29:53,118,37.7,7785,0
T0153,2025-09-03 23:49:40,94,38.1,3954,0
T0153,2025-09-07 10:05:47,87,36.3,10449,0
T0153,2025-09-03 10:57:55,106,38.9,14390,0
T0153,2025-09-05 15:21:18,76,38.7,2131,0
T0153,2025-09-01 22:07:05,117,37.3,5051,0
T0153,2025-09-07 02:52:06,97,37.2,1451,1
T0153,2025-09-04 15:32:43,98,37.2,6206,0
T0153,2025-09-07 13:48:14,79,38.2,8947,0
T0153,2025-09-01 15:57:08,106,38.2,9723,0
T0153,2025-09-04 01:24:37,69,36.4,13903,0
T0153,2025-09-07 19:57:40,113,37.7,12721,0
T0153,2025-09-01 13:07:18,116,37.5,3367,0
T0153,2025-09-02 02:42:49,70,38.3,11664,1
T0153,2025-09-04 05:49:28,115,36.2,14047,0
T0153,2025-09-03 15:33:37,65,37.6,8575,0
T0153,2025-09-01 21:48:02,92,38.4,9507,0
T0153,2025-09-06 12:13:53,93,37.0,8334,0
T0153,2025-09-05 21:38:01,68,36.4,6083,0
T0153,2025-09-07 12:31:55,97,38.3,5019,1
T0153,2025-09-01 01:30:17,100,37.0,2204,0
T0159,2025-09-05 00:14:12,81,36.4,10135,0
T0159,2025-09-01 03:59:13,106,38.0,10410,1
T0159,2025-09-07 06:51:37,115,37.7,10025,0
T0159,2025-09-05 11:26:00,120,36.0,13813,1
T0159,2025-09-04 19:35:42,96,38.5,12676,1
T0159,2025-09-05 16:28:23,60,37.8,1852,0
T0159,2025-09-03 13:39:15,119,36.1,13388,1
T0159,2025-09-06 23:43:46,116,38.8,8137,1
T0159,2025-09-01 11:27:37,81,37.6,3410,1
T0159,2025-09-03 23:37:38,111,36.9,12159,0
T0159,2025-09-01 05:01:50,89,37.2,11001,0
T0159,2025-09-07 16:38:52,111,36.2,11715,1
T0159,2025-09-02 14:35:09,105,38.0,13279,0
T0159,2025-09-03 18:13:07,113,36.4,12460,0
T0159,2025-09-03 18:30:54,114,38.3,13946,0
T0159,2025-09-03 04:54:14,64,38.8,12748,0
T0159,2025-09-01 05:10:15,107,37.8,7682,0
T0159,2025-09-03 07:18:20,89,38.4,11186,0
T0159,2025-09-06 02:40:19,95,36.8,2870,0
T0159,2025-09-01 15:50:18,101,37.4,1592,0
T0035,2025-09-03 14:43:40,110,37.2,10762,0
T0035,2025-09-06 21:23:02,75,36.3,4916,0
T0035,2025-09-06 05:44:19,94,37.8,6387,0
T0035,2025-09-04 00:24:46,98,38.2,7212,1
T0035,2025-09-07 21:12:14,112,38.6,6589,0
T0035,2025-09-01 07:38:19,105,38.4,10718,0
T0035,2025-09-07 14:48:15,79,37.7,1657,1
T0035,2025-09-03 03:25:49,66,38.1,1043,1
T0035,2025-09-07 15:14:38,72,37.7,1868,0
T0035,2025-09-07 01:40:16,72,36.9,4337,0
T0035,2025-09-01 06:03:39,71,38.7,2702,0
T0035,2025-09-03 19:11:22,83,38.7,13659,0
T0035,2025-09-01 17:21:21,111,37.9,9861,0
T0035,2025-09-02 08:41:19,72,36.2,7175,0
T0035,2025-09-04 20:34:18,98,38.4,11566,1
T0035,2025-09-05 06:09:08,69,37.7,12751,0
T0035,2025-09-07 15:28:52,75,37.0,4848,0
T0035,2025-09-03 12:19:41,84,38.9,1910,1
T0035,2025-09-01 23:57:15,112,36.6,13583,0
T0035,2025-09-02 02:23:48,71,37.1,5173,0
T0106,2025-09-01 05:07:09,84,37.9,9156,0
T0106,2025-09-01 19:51:38,84,36.8,9935,0
T0106,2025-09-01 09:12:35,102,37.0,13245,0
T0106,2025-09-04 14:44:28,102,38.8,12708,0
T0106,2025-09-03 12:11:06,91,36.9,3177,1
T0106,2025-09-05 12:17:27,108,38.2,7261,1
T0106,2025-09-04 09:08:14,65,36.4,5927,0
T0106,2025-09-03 15:18:35,70,38.8,13147,0
T0106,2025-09-05 22:23:17,103,38.8,8736,0
T0106,2025-09-04 15:11:41,110,37.8,1709,0
T0106,2025-09-05 14:31:20,84,37.7,5308,0
T0106,2025-09-06 19:23:24,116,38.7,7090,0
T0106,2025-09-01 00:18:53,68,37.6,1581,0
T0106,2025-09-04 11:31:13,99,37.7,8688,1
T0106,2025-09-07 00:53:09,79,38.4,4963,1
T0106,2025-09-04 10:27:51,67,37.0,2969,0
T0106,2025-09-05 06:19:07,100,37.1,11282,0
T0106,2025-09-03 17:46:03,90,37.7,11740,1
T0106,2025-09-06 16:35:21,65,39.0,12815,1
T0106,2025-09-05 07:17:52,77,36.8,14786,0
T0138,2025-09-05 03:55:52,84,36.4,14492,1
T0138,2025-09-07 14:59:50,117,38.5,1044,1
T0138,2025-09-01 13:50:18,63,36.9,10438,0
T0138,2025-09-02 05:19:55,114,37.1,14772,0
T0138,2025-09-02 11:04:23,98,38.8,7857,0
T0138,2025-09-04 15:15:07,98,36.1,1041,0
T0138,2025-09-02 21:23:32,115,37.5,12582,0
T0138,2025-09-07 10:38:07,101,37.8,10597,1
T0138,2025-09-02 12:19:43,83,38.5,13181,0
T0138,2025-09-06 02:07:06,112,38.3,11359,0
T0138,2025-09-03 03:57:49,76,36.8,13871,0
T0138,2025-09-03 13:14:26,98,36.5,4268,0
T0138,2025-09-04 13:26:38,109,36.1,6037,0
T0138,2025-09-06 14:10:45,112,38.4,2644,1
T0138,2025-09-07 10:41:07,103,37.9,5689,0
